ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
35,942,lac canaliculi probe,probing of lacrimal canaliculi
36,943,nasolacrimal duct probe,probing of nasolacrimal duct
37,944,nasolac duct intubat,intubation of nasolacrimal duct
38,949,lac passage manip nec,other manipulation of lacrimal passage
39,951,lac punctum incision,incision of lacrimal punctum
40,952,lac canaliculi incision,incision of lacrimal canaliculi
41,953,lacrimal sac incision,incision of lacrimal sac
42,959,lacrim passage incis nec,other incision of lacrimal passages
43,96,lacrim sac/passage excis,excision of lacrimal sac and passage
44,971,correct everted punctum,correction of everted punctum
45,972,punctum repair nec,other repair of punctum
46,973,canaliculus repair,repair of canaliculus
47,981,dacryocystorhinostomy,dacryocystorhinostomy [dcr]
48,982,conjunctivocystorhinost,conjunctivocystorhinostomy
49,983,conjunctivorhinos w tube,conjunctivorhinostomy with insertion of tube or stent
50,411,clos periph nerve biopsy,closed [percutaneous] [needle] biopsy of cranial or peripheral nerve or ganglion
51,412,open periph nerve biopsy,open biopsy of cranial or peripheral nerve or ganglion
52,419,periph nerve dx proc nec,other diagnostic procedures on cranial and peripheral nerves and ganglia
53,42,periph nerve destruction,destruction of cranial and peripheral nerves
54,43,peripheral nerve suture,suture of cranial and peripheral nerves
55,441,decompress trigem root,decompression of trigeminal nerve root
56,442,cran nerv root decom nec,other cranial nerve decompression
57,443,carpal tunnel release,release of carpal tunnel
58,444,tarsal tunnel release,release of tarsal tunnel
59,449,per nerve adhesiolys nec,other peripheral nerve or ganglion decompression or lysis of adhesions
60,45,peripheral nerve graft,cranial or peripheral nerve graft
61,46,periph nerve transposit,transposition of cranial and peripheral nerves
62,471,hypogloss-facial anastom,hypoglossal-facial anastomosis
63,472,accessory-facial anastom,accessory-facial anastomosis
64,473,access-hypogloss anastom,accessory-hypoglossal anastomosis
65,474,periph nerv anastom nec,other anastomosis of cranial or peripheral nerve
66,475,postop revis per nerv op,revision of previous repair of cranial and peripheral nerves
67,476,late repair per nerv inj,repair of old traumatic injury of cranial and peripheral nerves
68,479,other neuroplasty,other neuroplasty
69,480,periph nerve inject nos,"peripheral nerve injection, not otherwise specified"
70,481,anesth injec periph nerv,injection of anesthetic into peripheral nerve for analgesia
71,489,periph nerve inject nec,"injection of other agent, except neurolytic"
72,491,neurectasis,neurectasis
73,492,imp/repl peri stim lead,implantation or replacement of peripheral neurostimulator lead(s)
74,493,removal peri stim lead,removal of peripheral neurostimulator lead(s)
75,499,peripheral nerve ops nec,other operations on cranial and peripheral nerves
76,50,sympath nerve division,division of sympathetic nerve or ganglion
77,511,sympathetic nerve biopsy,biopsy of sympathetic nerve or ganglion
78,519,sympath nrv dx proc nec,other diagnostic procedures on sympathetic nerves or ganglia
79,521,sphenopalatin ganglionec,sphenopalatine ganglionectomy
80,522,cervical sympathectomy,cervical sympathectomy
81,523,lumbar sympathectomy,lumbar sympathectomy
82,524,presacral sympathectomy,presacral sympathectomy
83,525,periart sympathectomy,periarterial sympathectomy
84,529,other sympathectomy,other sympathectomy and ganglionectomy
85,531,anesth inject symp nerve,injection of anesthetic into sympathetic nerve for analgesia
86,532,neurolyt injec-symp nrv,injection of neurolytic agent into sympathetic nerve
87,539,sympath nerve inject nec,other injection into sympathetic nerve or ganglion
88,581,sympathetic nerve repair,repair of sympathetic nerve or ganglion
89,589,sympathetic nerve op nec,other operations on sympathetic nerves or ganglia
90,59,other nervous system ops,other operations on nervous system
91,601,thyroid field aspiration,aspiration of thyroid field
92,602,reopen thyroid field wnd,reopening of wound of thyroid field
93,609,incis thyroid field nec,other incision of thyroid field
94,611,closed thyroid gland bx,closed [percutaneous] [needle] biopsy of thyroid gland
95,612,open thyroid gland bx,open biopsy of thyroid gland
96,613,parathyroid biopsy,biopsy of parathyroid gland
97,619,thyr/parathy dx proc nec,other diagnostic procedures on thyroid and parathyroid glands
98,62,unilat thyroid lobectomy,unilateral thyroid lobectomy
99,631,excision thyroid lesion,excision of lesion of thyroid
100,639,part thyroidectomy nec,other partial thyroidectomy
101,64,complete thyroidectomy,complete thyroidectomy
102,650,substern thyroidect nos,"substernal thyroidectomy, not otherwise specified"
103,651,part substern thyroidect,partial substernal thyroidectomy
104,652,tot substern thyroidect,complete substernal thyroidectomy
105,66,lingual thyroid excision,excision of lingual thyroid
106,67,thyrogloss duct excision,excision of thyroglossal duct or tract
107,681,total parathyroidectomy,complete parathyroidectomy
108,689,other parathyroidectomy,other parathyroidectomy
109,691,thyroid isthmus division,division of thyroid isthmus
110,692,thyroid vessel ligation,ligation of thyroid vessels
111,693,thyroid suture,suture of thyroid gland
112,694,thyroid reimplantation,thyroid tissue reimplantation
113,695,parathyroid reimplant,parathyroid tissue reimplantation
114,698,other thyroid operations,other operations on thyroid glands
115,699,other parathyroid ops,other operations on parathyroid glands
116,700,adrenal exploration nos,"exploration of adrenal field, not otherwise specified"
117,701,unilat adrenal explorat,unilateral exploration of adrenal field
118,702,bilat adrenal explorat,bilateral exploration of adrenal field
119,711,closed adrenal gland bx,closed [percutaneous] [needle] biopsy of adrenal gland
120,712,open adrenal gland bx,open biopsy of adrenal gland
121,713,transfront pituitary bx,"biopsy of pituitary gland, transfrontal approach"
122,714,transphen pituitary bx,"biopsy of pituitary gland, transsphenoidal approach"
123,715,pituitary biopsy nos,"biopsy of pituitary gland, unspecified approach"
124,716,thymus biopsy,biopsy of thymus
125,717,pineal biopsy,biopsy of pineal gland
126,719,endocrine dx proc nec,"other diagnostic procedures on adrenal glands, pituitary gland, pineal gland, and thymus"
127,721,adrenal lesion excision,excision of lesion of adrenal gland
128,722,unilateral adrenalectomy,unilateral adrenalectomy
129,729,part adrenalectomy nec,other partial adrenalectomy
130,73,bilateral adrenalectomy,bilateral adrenalectomy
131,741,adrenal incision,incision of adrenal gland
132,742,adrenal nerve division,division of nerves to adrenal glands
133,743,adrenal vessel ligation,ligation of adrenal vessels
134,744,adrenal repair,repair of adrenal gland
135,745,adrenal reimplantation,reimplantation of adrenal tissue
136,749,adrenal operation nec,"other operations on adrenal glands, nerves, and vessels"
137,751,pineal field exploration,exploration of pineal field
138,752,pineal gland incision,incision of pineal gland
139,753,partial pinealectomy,partial excision of pineal gland
140,754,total pinealectomy,total excision of pineal gland
141,759,pineal operation nec,other operations on pineal gland
142,761,exc pituit les-transfron,"partial excision of pituitary gland, transfrontal approach"
143,762,exc pituit les-transphen,"partial excision of pituitary gland, transsphenoidal approach"
144,763,part excis pituitary nos,"partial excision of pituitary gland, unspecified approach"
145,764,tot exc pituit-transfron,"total excision of pituitary gland, transfrontal approach"
146,765,tot exc pituit-transphen,"total excision of pituitary gland, transsphenoidal approach"
147,768,total exc pituitary nec,"total excision of pituitary gland, other specified approach"
148,769,total exc pituitary nos,"total excision of pituitary gland, unspecified approach"
149,771,pituitary fossa explorat,exploration of pituitary fossa
150,772,pituitary gland incision,incision of pituitary gland
151,779,pituitary operation nec,other operations on hypophysis
152,780,thymectomy nos,"thymectomy, not otherwise specified"
153,781,oth part excision thymus,other partial excision of thymus
154,782,oth totl excision thymus,other total excision of thymus
155,783,thorac part exisn thymus,thoracoscopic partial excision of thymus
156,784,thorac total exc thymus,thoracoscopic total excision of thymus
157,791,thymus field exploration,exploration of thymus field
158,792,other incision of thymus,other incision of thymus
159,793,repair of thymus,repair of thymus
160,794,thymus transplantation,transplantation of thymus
161,795,thorac incision thymus,thoracoscopic incision of thymus
162,798,oth thorac op thymus nos,other and unspecified thoracoscopic operations on thymus
163,799,other thymus ops nos,other and unspecified operations on thymus
164,801,incision of lid margin,incision of lid margin
165,802,blepharorrhaphy severing,severing of blepharorrhaphy
166,809,other eyelid incision,other incision of eyelid
167,811,eyelid biopsy,biopsy of eyelid
168,819,eyelid dx procedure nec,other diagnostic procedures on eyelid
169,820,remove eyelid lesion nos,"removal of lesion of eyelid, not otherwise specified"
170,821,chalazion excision,excision of chalazion
171,822,excise minor les lid nec,excision of other minor lesion of eyelid
172,823,exc maj les lid prt-thic,"excision of major lesion of eyelid, partial-thickness"
173,824,exc maj les lid ful-thic,"excision of major lesion of eyelid, full-thickness"
174,825,destruction lid lesion,destruction of lesion of eyelid
175,831,ptosis rep-front mus sut,repair of blepharoptosis by frontalis muscle technique with suture
176,832,ptosis rep-fron mus slng,repair of blepharoptosis by frontalis muscle technique with fascial sling
177,833,ptosis rep-levat mus adv,repair of blepharoptosis by resection or advancement of levator muscle or aponeurosis
178,834,ptosis rep-levat mus nec,repair of blepharoptosis by other levator muscle techniques
179,835,ptos rep-tarsal techniq,repair of blepharoptosis by tarsal technique
180,836,blepharoptos repair nec,repair of blepharoptosis by other techniques
181,837,reduc overcorrect ptosis,reduction of overcorrection of ptosis
182,838,correct lid retraction,correction of lid retraction
183,841,thermocaut/entropion rep,repair of entropion or ectropion by thermocauterization
184,842,suture entropion repair,repair of entropion or ectropion by suture technique
185,843,wedg resec entropion rep,repair of entropion or ectropion with wedge resection
186,1421,chorioret les diathermy,destruction of chorioretinal lesion by diathermy
187,1422,chorioretin les cryother,destruction of chorioretinal lesion by cryotherapy
188,2932,pharyngeal diverticulec,pharyngeal diverticulectomy
189,1423,chorioret les xenon coag,destruction of chorioretinal lesion by xenon arc photocoagulation
190,1424,chorioret les laser coag,destruction of chorioretinal lesion by laser photocoagulation
191,1425,chorioret les p/coag nos,destruction of chorioretinal lesion by photocoagulation of unspecified type
192,1426,chorioret les radiother,destruction of chorioretinal lesion by radiation therapy
193,1427,chorioret les rad implan,destruction of chorioretinal lesion by implantation of radiation source
194,1429,chorioret les destr nec,other destruction of chorioretinal lesion
195,1431,retinal tear diathermy,repair of retinal tear by diathermy
196,1432,retinal tear cryotherapy,repair of retinal tear by cryotherapy
197,1433,retinal tear xenon coag,repair of retinal tear by xenon arc photocoagulation
198,1434,retinal tear laser coag,repair of retinal tear by laser photocoagulation
199,1435,retina tear photocoa nos,repair of retinal tear by photocoagulation of unspecified type
200,1439,retinal tear repair nec,other repair of retinal tear
201,1441,scleral buckle w implant,scleral buckling with implant
202,1449,scleral buckling nec,other scleral buckling
203,1451,detach retina-diathermy,repair of retinal detachment with diathermy
204,1452,detach retina-cryotherap,repair of retinal detachment with cryotherapy
205,1453,detach retina xenon coag,repair of retinal detachment with xenon arc photocoagulation
206,1454,detach retina laser coag,repair of retinal detachment with laser photocoagulation
207,1455,detach ret photocoag nos,repair of retinal detachment with photocoagulation of unspecified type
208,1459,repair retina detach nec,other repair of retinal detachment
209,146,remov pros mat post seg,removal of surgically implanted material from posterior segment of eye
210,1471,anterior remov vitreous,"removal of vitreous, anterior approach"
211,1472,vitreous removal nec,other removal of vitreous
212,1473,anterior mechan vitrect,mechanical vitrectomy by anterior approach
213,1474,mech vitrectomy nec,other mechanical vitrectomy
214,1475,vitreous substitut injec,injection of vitreous substitute
215,1479,vitreous operation nec,other operations on vitreous
216,1481,imp epiretinal prosth,implantation of epiretinal visual prosthesis
217,1482,rem epiretinal prosth,removal of epiretinal visual prosthesis
218,1483,rev/repl epiretinal pros,revision or replacement of epiretinal visual prosthesis
219,149,other post segment ops,"other operations on retina, choroid, and posterior chamber"
220,1501,extraoc musc-tend biopsy,biopsy of extraocular muscle or tendon
221,1509,extraoc musc dx proc nec,other diagnostic procedures on extraocular muscles and tendons
222,1511,one extraoc mus recess,recession of one extraocular muscle
223,1512,1 extraoc muscl advance,advancement of one extraocular muscle
224,1513,1 extraoc muscl resect,resection of one extraocular muscle
225,1519,xtraoc mus op/detach nec,other operations on one extraocular muscle involving temporary detachment from globe
226,1521,lengthen 1 extraoc musc,lengthening procedure on one extraocular muscle
227,1522,shorten 1 extraoc musc,shortening procedure on one extraocular muscle
228,1529,op on 1 extraoc musc nec,other operations on one extraocular muscle
229,153,temp detach >1 xtroc mus,"operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"
230,154,oth op on >l extraoc mus,"other operations on two or more extraocular muscles, one or both eyes"
231,155,extraocul mus transposit,transposition of extraocular muscles
232,156,revis extraoc musc surg,revision of extraocular muscle surgery
233,157,extraoc musc inj repair,repair of injury of extraocular muscle
234,159,oth extraoc mus-tend op,other operations on extraocular muscles and tendons
235,1713,lap ing hern-graft nos,"laparoscopic repair of inguinal hernia with graft or prosthesis, not otherwise specified"
236,1721,lap bil dir ing hrn-grft,laparoscopic bilateral repair of direct inguinal hernia with graft or prosthesis
237,1722,lap bi indir ing hrn-grf,laparoscopic bilateral repair of indirect inguinal hernia with graft or prosthesis
238,1723,lap bi dr/ind ing hrn-gr,"laparoscopic bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis"
239,1724,lap bil ing hern-grf nos,"laparoscopic bilateral repair of inguinal hernia with graft or prosthesis, not otherwise specified"
240,1731,lap mul seg res lg intes,laparoscopic multiple segmental resection of large intestine
241,1732,laparoscopic cecectomy,laparoscopic cecectomy
242,1733,lap right hemicolectomy,laparoscopic right hemicolectomy
243,1734,lap res transverse colon,laparoscopic resection of transverse colon
244,1735,lap left hemicolectomy,laparoscopic left hemicolectomy
245,1736,lap sigmoidectomy,laparoscopic sigmoidectomy
246,1739,lap pt ex lrg intest nec,other laparoscopic partial excision of large intestine
247,1601,orbitotomy w bone flap,orbitotomy with bone flap
248,1602,orbitotomy w implant,orbitotomy with insertion of orbital implant
249,1609,orbitotomy nec,other orbitotomy
250,161,remove penetrat fb eye,"removal of penetrating foreign body from eye, not otherwise specified"
251,1621,ophthalmoscopy,ophthalmoscopy
252,1622,diagnostic asp of orbit,diagnostic aspiration of orbit
253,1623,eyeball & orbit biopsy,biopsy of eyeball and orbit
254,1629,eyebal/orbit dx proc nec,other diagnostic procedures on orbit and eyeball
255,1631,eye evisc w synch implan,removal of ocular contents with synchronous implant into scleral shell
256,1639,eyeball evisceration nec,other evisceration of eyeball
257,1641,eye enuc/implan/musc att,enucleation of eyeball with synchronous implant into tenon's capsule with attachment of muscles
258,1642,eye enuc w implant nec,enucleation of eyeball with other synchronous implant
259,1649,eyeball enucleation nec,other enucleation of eyeball
260,1651,radical orbitomaxillect,exenteration of orbit with removal of adjacent structures
261,1652,orbit exent w bone remov,exenteration of orbit with therapeutic removal of orbital bone
262,1659,orbital exenteration nec,other exenteration of orbit
263,1661,2ndry ocular imp insert,secondary insertion of ocular implant
264,1662,revis/reinsert ocul imp,revision and reinsertion of ocular implant
265,1663,revis enuc socket w grft,revision of enucleation socket with graft
266,1664,enuc socket revis nec,other revision of enucleation socket
267,1665,2ndry exent cavity graft,secondary graft to exenteration cavity
268,1666,revis exenter cavity nec,other revision of exenteration cavity
269,1669,2nd op post eye rem nec,other secondary procedures after removal of eyeball
270,1671,remove ocular implant,removal of ocular implant
271,1672,remove orbital implant,removal of orbital implant
272,1681,repair of orbital wound,repair of wound of orbit
273,63,perc ins carotid stent,percutaneous insertion of carotid artery stent(s)
274,65,perc ins intracran stent,percutaneous insertion of intracranial vascular stent(s)
275,68,intravas msmt periph art,intravascular pressure measurement of peripheral arteries
276,69,intravs msmt ves nec/nos,"intravascular pressure measurement, other specified and unspecified vessels"
277,70,rev hip repl-acetab/fem,"revision of hip replacement, both acetabular and femoral components"
278,71,rev hip repl-acetab comp,"revision of hip replacement, acetabular component"
279,72,rev hip repl-fem comp,"revision of hip replacement, femoral component"
280,74,"hip surface, metal/poly","hip bearing surface, metal-on-polyethylene"
281,75,"hip surface, metal/metal","hip bearing surface, metal-on-metal"
282,76,"hip surface, cermc/cermc","hip bearing surface, ceramic-on-ceramic"
283,77,"hip surface, cermc/poly","hip bearing surface, ceramic-on-polyethylene"
284,80,rev knee replacemt-total,"revision of knee replacement, total (all components)"
285,81,rev knee repl-tibia comp,"revision of knee replacement, tibial component"
286,82,rev knee repl-femur comp,"revision of knee replacement, femoral component"
287,83,rev knee replace-patella,"revision of knee replacement, patellar component"
288,84,rev knee repl-tibia lin,"revision of total knee replacement, tibial insert (liner)"
289,85,"resrf hip,total-acet/fem","resurfacing hip, total, acetabulum and femoral head"
290,86,"resrf hip,part-fem head","resurfacing hip, partial, femoral head"
291,87,"resrf hip,part-acetablum","resurfacing hip, partial, acetabulum"
292,91,trnsplnt live rel donor,transplant from live related donor
293,92,trnsplnt live nonrel don,transplant from live non-related donor
294,94,intra-op neurophys montr,intra-operative neurophysiologic monitoring
295,95,injct/infus glucarpidase,injection or infusion of glucarpidase
296,101,cisternal puncture,cisternal puncture
297,102,ventricl shunt tube punc,ventriculopuncture through previously implanted catheter
298,109,cranial puncture nec,other cranial puncture
299,110,intracran pressure montr,intracranial pressure monitoring
300,111,clos cereb meninges bx,closed [percutaneous] [needle] biopsy of cerebral meninges
301,112,open cereb meninges bx,open biopsy of cerebral meninges
302,113,closed brain biopsy,closed [percutaneous] [needle] biopsy of brain
303,114,open brain biopsy,open biopsy of brain
304,115,skull biopsy,biopsy of skull
305,116,intracranial 02 monitor,intracranial oxygen monitoring
306,117,brain temp monitoring,brain temperature monitoring
307,118,other brain dx procedure,other diagnostic procedures on brain and cerebral meninges
308,119,other skull dx procedure,other diagnostic procedures on skull
309,120,imp/repl brain pulse gen,cranial implantation or replacement of neurostimulator pulse generator
310,121,cranial sinus i & d,incision and drainage of cranial sinus
311,122,removal brain stim lead,removal of intracranial neurostimulator lead(s)
312,123,reopen craniotomy site,reopening of craniotomy site
313,124,other craniotomy,other craniotomy
314,125,other craniectomy,other craniectomy
315,126,ins cath cranial cav/tis,insertion of catheter(s) into cranial cavity or tissue
316,127,rem cath cranial cav/tis,removal of catheter(s) from cranial cavity or tissue
317,128,intracereb cth-burr hole,placement of intracerebral catheter(s) via burr hole(s)
318,129,rem brain pulse generatr,removal of cranial neurostimulator pulse generator
319,1,ther ult head & neck ves,therapeutic ultrasound of vessels of head and neck
320,2,ther ultrasound of heart,therapeutic ultrasound of heart
321,3,ther ult peripheral ves,therapeutic ultrasound of peripheral vascular vessels
322,9,other therapeutic ultsnd,other therapeutic ultrasound
323,10,implant chemothera agent,implantation of chemotherapeutic agent
324,11,infus drotrecogin alfa,infusion of drotrecogin alfa (activated)
325,12,adm inhal nitric oxide,administration of inhaled nitric oxide
326,13,inject/infus nesiritide,injection or infusion of nesiritide
327,14,injection oxazolidinone,injection or infusion of oxazolidinone class of antibiotics
328,15,high-dose infusion il-2,high-dose infusion interleukin-2 [il-2]
329,16,pressurized treat graft,pressurized treatment of venous bypass graft [conduit] with pharmaceutical substance
330,17,infusion of vasopressor,infusion of vasopressor agent
331,18,infus immunosup antibody,infusion of immunosuppressive antibody therapy
332,19,bbbd via infusion,disruption of blood brain barrier via infusion [bbbd]
333,21,ivus extracran cereb ves,intravascular imaging of extracranial cerebral vessels
334,22,ivus intrathoracic ves,intravascular imaging of intrathoracic vessels
335,23,ivus peripheral vessels,intravascular imaging of peripheral vessels
336,24,ivus coronary vessels,intravascular imaging of coronary vessels
337,25,ivus renal vessels,intravascular imaging of renal vessels
338,28,intravascul imaging nec,"intravascular imaging, other specified vessel(s)"
339,29,intravascul imaging nos,"intravascular imaging, unspecified vessel(s)"
340,31,cas w ct/cta,computer assisted surgery with ct/cta
341,32,cas w mr/mra,computer assisted surgery with mr/mra
342,33,cas w fluoroscopy,computer assisted surgery with fluoroscopy
343,34,imageless comp asst surg,imageless computer assisted surgery
344,35,cas w multiple datasets,computer assisted surgery with multiple datasets
345,39,other cas,other computer assisted surgery
346,40,procedure-one vessel,procedure on single vessel
347,41,procedure-two vessels,procedure on two vessels
348,44,proc-vessel bifurcation,procedure on vessel bifurcation
349,47,insert 3 vascular stents,insertion of three vascular stents
350,48,insert 4+ vasculr stents,insertion of four or more vascular stents
351,49,supersat o2 therapy,supersaturated oxygen therapy
352,51,impl crt defibrillat sys,"implantation of cardiac resynchronization defibrillator, total system [crt-d]"
353,52,imp/rep lead lf ven sys,implantation or replacement of transvenous lead [electrode] into left ventricular coronary venous system
354,53,imp/rep crt pacemakr gen,implantation or replacement of cardiac resynchronization pacemaker pulse generator only [crt-p]
355,54,imp/rep crt defib genat,implantation or replacement of cardiac resynchronization defibrillator pulse generator only [crt-d]
356,55,ins d-e stent oth periph,insertion of drug-eluting stent(s) of other peripheral vessel(s)
357,56,ins/rep sens-crd/vsl mtr,insertion or replacement of implantable pressure sensor with lead for intracardiac or great vessel hemodynamic monitoring
358,57,imp/rep subcue card dev,implantation or replacement of subcutaneous device for intracardiac or great vessel hemodynamic monitoring
359,58,ins intra-ansm pres mntr,insertion of intra-aneurysm sac pressure monitoring device (intraoperative)
360,60,ins d-e stnt sup fem art,insertion of drug-eluting stent(s) of superficial femoral artery
361,61,perc angio extracran ves,percutaneous angioplasty of extracranial vessel(s)
362,331,spinal tap,spinal tap
363,332,spinal cord/meninges bx,biopsy of spinal cord or spinal meninges
364,339,other spinal dx proc,other diagnostic procedures on spinal cord and spinal canal structures
365,351,spine meningocele repair,repair of spinal meningocele
366,352,myelomeningocel repair,repair of spinal myelomeningocele
367,353,vertebral fx repair,repair of vertebral fracture
368,359,spinal struct repair nec,other repair and plastic operations on spinal cord structures
369,36,spinal cord adhesiolysis,lysis of adhesions of spinal cord and nerve roots
370,371,subarach-periton shunt,spinal subarachnoid-peritoneal shunt
371,372,subarach-ureteral shunt,spinal subarachnoid-ureteral shunt
372,379,oth spinal thecal shunt,other shunt of spinal theca
373,38,destr inject-spine canal,injection of destructive agent into spinal canal
374,390,insert spinal canal cath,insertion of catheter into spinal canal for infusion of therapeutic or palliative substances
375,391,anesth inject-spin canal,injection of anesthetic into spinal canal for analgesia
376,392,spinal canal inject nec,injection of other agent into spinal canal
377,393,imp/repl spine stim lead,implantation or replacement of spinal neurostimulator lead(s)
378,394,removal spine stim lead,removal of spinal neurostimulator lead(s)
379,395,spinal patch,spinal blood patch
380,396,percutan facet denervat,percutaneous denervation of facet
381,397,revise spine theca shunt,revision of spinal thecal shunt
382,398,remove spine theca shunt,removal of spinal thecal shunt
383,399,spine canal struc op nec,other operations on spinal cord and spinal canal structures
384,401,excision acoustc neuroma,excision of acoustic neuroma
385,402,trigeminal nerv division,division of trigeminal nerve
386,403,periph nerve div nec,division or crushing of other cranial and peripheral nerves
387,404,periph nerve incis nec,other incision of cranial and peripheral nerves
388,405,gasserian ganglionectomy,gasserian ganglionectomy
389,406,periph ganglionect nec,other cranial or peripheral ganglionectomy
390,407,periph nerv excision nec,other excision or avulsion of cranial and peripheral nerves
391,201,linear craniectomy,opening of cranial suture
392,202,elevate skull fx fragmnt,elevation of skull fracture fragments
393,203,skull flap formation,formation of cranial bone flap
394,204,bone graft to skull,bone graft to skull
395,205,skull plate insertion,insertion of skull plate
396,206,cranial osteoplasty nec,other cranial osteoplasty
397,207,skull plate removal,removal of skull plate
398,211,simple suture of dura,simple suture of dura mater of brain
399,212,brain meninge repair nec,other repair of cerebral meninges
400,213,meninge vessel ligation,ligation of meningeal vessel
401,214,choroid plexectomy,choroid plexectomy
402,221,insert/replace evd,insertion or replacement of external ventricular drain [evd]
403,222,intrcran vent shunt/anas,intracranial ventricular shunt or anastomosis
404,231,ventricl shunt-head/neck,ventricular shunt to structure in head and neck
405,232,ventri shunt-circula sys,ventricular shunt to circulatory system
406,233,ventricl shunt-thorax,ventricular shunt to thoracic cavity
407,234,ventricl shunt-abdomen,ventricular shunt to abdominal cavity and organs
408,235,ventri shunt-uninary sys,ventricular shunt to urinary system
409,239,vent shunt extracran nec,ventricular shunt to extracranial site nec
410,241,irrigate/expl vent shunt,irrigation and exploration of ventricular shunt
411,242,replace ventricle shunt,replacement of ventricular shunt
412,243,remove ventricle shunt,removal of ventricular shunt
413,291,lysis cortical adhesion,lysis of cortical adhesions
414,292,brain repair,repair of brain
415,293,imp/repl brain stim lead,implantation or replacement of intracranial neurostimulator lead(s)
416,294,insert/replac skull tong,insertion or replacement of skull tongs or halo traction device
417,295,remove skull tongs,removal of skull tongs or halo traction device
418,296,insert sphenoid electrod,insertion of sphenoidal electrodes
419,299,skull & brain op nec,"other operations on skull, brain, and cerebral meninges"
420,301,removal fb spinal canal,removal of foreign body from spinal canal
421,302,reopen laminectomy site,reopening of laminectomy site
422,309,spinal canal explor nec,other exploration and decompression of spinal canal
423,321,percutaneous chordotomy,percutaneous chordotomy
424,329,other chordotomy,other chordotomy
425,131,incise cerebral meninges,incision of cerebral meninges
426,132,lobotomy & tractotomy,lobotomy and tractotomy
427,139,other brain incision,other incision of brain
428,141,thalamus operations,operations on thalamus
429,142,globus pallidus ops,operations on globus pallidus
430,151,ex cereb meningeal les,excision of lesion or tissue of cerebral meninges
431,152,hemispherectomy,hemispherectomy
432,844,lid recons entropion rep,repair of entropion or ectropion with lid reconstruction
433,849,entropion/ectrop rep nec,other repair of entropion or ectropion
434,310,injection of larynx,injection of larynx
435,311,temporary tracheostomy,temporary tracheostomy
436,3121,mediastinal tracheostomy,mediastinal tracheostomy
437,3129,other perm tracheostomy,other permanent tracheostomy
438,313,incis larynx trachea nec,other incision of larynx or trachea
439,3141,tracheoscopy thru stoma,tracheoscopy through artificial stoma
440,3142,larygnoscopy/tracheoscop,laryngoscopy and other tracheoscopy
441,3143,closed biopsy larynx,closed [endoscopic] biopsy of larynx
442,3144,closed biopsy trachea,closed [endoscopic] biopsy of trachea
443,3145,opn bx larynx or trachea,open biopsy of larynx or trachea
444,3148,oth larynx dx procedure,other diagnostic procedures on larynx
445,3149,oth trachea dx procedure,other diagnostic procedures on trachea
446,315,local destruc trach les,local excision or destruction of lesion or tissue of trachea
447,3161,suture of laryngeal lac,suture of laceration of larynx
448,3162,laryngeal fistula clos,closure of fistula of larynx
